no,id,name,p_type,s_type,rarity,height,weight,ovr,a_ovr,hgt,str,spe,jmp,end,ins,dnk,ft,fg,tp,oiq,diq,drb,pss,reb,r_total,to_evo,from_evo,evo_age,evo_item,evo_ability,mega_evo,mega_x,mega_y,form,form_item,form_ability
631,631,Heatmor,Fire,,Uncommon,55,128,36.10,28,49,51,43,42,50,51,47,57,55,44,13,11,41,34,44,632,,,,,,,,,,,
632,632,Durant,Bug,Steel,Rare,12,73,38.37,32,5,38,65,62,50,57,52,63,35,21,46,40,32,25,61,652,,,,,,,,,,,
633,633,Deino,Dark,Dragon,Pseudo,31,38,24.12,14,24,35,30,28,50,35,35,41,33,20,10,10,33,26,35,445,634,,19,,,,,,,,
634,634,Zweilous,Dark,Dragon,,55,110,34.70,26,49,45,40,38,50,45,43,51,42,28,18,13,43,36,46,587,635,633,22,,,,,,,,
635,635,Hydreigon,Dark,Dragon,,71,353,47.34,48,62,53,60,58,50,55,51,61,62,52,31,19,53,46,54,767,,634,,,,,,,,,
636,636,Larvesta,Bug,Fire,Pseudo,43,64,28.42,18,37,37,41,39,50,45,43,51,36,22,8,6,36,28,38,517,637,,22,,,,,,,,
637,637,Volcarona,Bug,Fire,,63,101,47.37,48,56,51,61,59,50,33,33,38,65,56,38,20,61,53,44,718,,636,,,,,,,,,
638,638,Cobalion,Steel,Fighting,Legendary,83,551,48.22,50,69,53,65,62,50,48,45,53,50,38,23,35,44,37,65,737,,,,,,,,,,,
639,639,Terrakion,Rock,Fighting,Legendary,75,573,48.28,50,65,53,65,62,50,66,60,70,44,31,32,23,53,46,54,774,,,,,,,,,,,
640,640,Virizion,Grass,Fighting,Legendary,79,441,48.22,50,67,53,65,62,50,48,45,53,50,38,18,21,72,65,47,754,,,,,,,,,,,
641,641,Tornadus-Incarnate,Flying,,Legendary,59,139,48.26,50,53,49,66,63,50,60,55,65,62,52,36,28,48,41,46,774,,,,,,,,,10019,revealglass,
641,10019,Tornadus-Therian,Flying,,Legendary,55,139,48.21,50,49,49,71,66,50,53,49,58,57,46,28,35,53,46,51,761,,,,,,,,,641,revealglass,
642,642,Thundurus-Incarnate,Electric,Flying,Legendary,59,135,48.23,50,53,49,66,63,50,60,55,65,62,52,31,32,48,41,46,773,,,,,,,,,10020,revealglass,
642,10020,Thundurus-Therian,Electric,Flying,Legendary,118,135,48.28,50,72,49,61,60,50,55,51,61,69,60,27,19,48,41,46,769,,,,,,,,,642,revealglass,
643,643,Reshiram,Dragon,Fire,Mythical,126,728,55.28,61,73,56,56,54,50,62,57,67,70,62,39,35,68,61,58,868,,,,,,,,,,,
644,644,Zekrom,Dragon,Electric,Mythical,114,761,55.23,60,72,56,56,54,50,74,69,77,60,50,47,38,58,51,63,875,,,,,,,,,,,
645,645,Landorus-Incarnate,Ground,Flying,Legendary,59,150,48.24,50,53,52,61,60,50,64,59,69,59,48,35,32,48,41,54,785,,,,,,,,,10021,revealglass,
645,10021,Landorus-Therian,Ground,Flying,Legendary,51,150,48.20,50,45,52,56,55,50,72,67,75,55,44,32,47,48,41,54,793,,,,,,,,,645,revealglass,
646,646,Kyurem,Dragon,Ice,Mythical,118,717,50.82,55,72,63,58,57,50,66,61,70,64,54,25,28,53,46,54,821,,,,,,,,,10023 10022,dnasplicers,
646,10023,White Kyruem,Dragon,Ice,,130,717,56.23,62,73,63,58,57,50,82,77,84,60,50,50,36,53,46,58,897,,,,,,,,,,,
646,10022,Black Kyurem,Dragon,Ice,,142,717,56.24,62,74,63,58,57,50,62,57,67,77,70,46,32,58,51,54,876,,,,,,,,,,,
647,647,Keldeo,Water,Fighting,Legendary,55,107,48.22,50,49,53,65,62,50,39,37,44,63,54,35,34,53,46,54,738,,,,,,,,,10024,,fighting-type
647,10024,Keldeo-Resolute,Water,Fighting,,55,107,49.23,52,49,53,65,62,50,39,37,44,63,54,39,37,53,46,54,745,,,,,,,,,,,
648,648,Meloetta (Aria Forme),Normal,Psychic,Pseudo,24,14,45.66,45,15,56,56,54,50,41,39,47,63,53,37,44,71,65,50,741,,,,,,,,,10018,hi-techearbuds,
648,10018,Meloetta (Pirouette Forme),Normal,Fighting,,24,14,45.65,45,15,56,73,69,50,65,60,70,46,33,47,38,47,39,54,762,,,,,,,,,648,hi-techearbuds,
649,649,Genesect,Bug,Steel,Legendary,59,182,48.11,50,53,45,60,59,50,62,57,67,60,50,37,28,56,48,56,788,,,,,,,,,,,
650,650,Chespin,Grass,,Rare,16,20,29.56,20,8,37,30,28,50,33,33,39,35,21,36,39,31,23,44,487,651,,19,,,,,,,,
651,651,Quilladin,Grass,,,28,64,36.67,29,19,40,39,38,50,42,40,47,39,25,40,47,37,30,56,589,652,650,22,,,,,,,,
652,652,Chesnaught,Grass,Fighting,,63,198,47.19,48,56,52,43,41,50,56,51,62,45,32,42,49,46,38,64,727,,651,,,,,,,,,
653,653,Fennekin,Fire,,Rare,16,21,29.51,20,8,29,41,39,50,25,27,31,41,27,34,27,38,31,30,478,654,,19,,,,,,,,
654,654,Braixen,Fire,,,39,32,36.67,29,33,39,47,46,50,32,32,38,50,38,34,23,43,36,39,580,655,653,22,,,,,,,,
655,655,Delphox,Fire,Psychic,,59,86,47.25,48,53,47,63,61,50,37,36,43,58,48,36,28,58,51,47,716,,654,,,,,,,,,
656,656,Froakie,Water,,Rare,12,15,29.57,20,5,30,46,45,50,31,31,36,41,27,38,25,30,23,30,488,657,,19,,,,,,,,
657,657,Frogadier,Water,,,24,24,36.61,29,15,36,59,58,50,34,34,40,48,35,39,31,36,29,36,580,658,656,22,,,,,,,,
658,658,Greninja,Water,Dark,,59,88,47.28,48,53,45,71,67,50,50,47,56,55,43,42,25,44,36,45,729,,657,,,,,,,10117,,dark-type
658,10117,Ash-Greninja,Water,Dark,,59,88,50.64,55,53,45,74,70,50,72,67,75,71,63,42,25,44,36,45,832,,,,,,,,,,,
659,659,Bunnelby,Normal,,Common,16,11,21.91,12,8,28,39,38,50,21,23,26,27,15,16,15,23,19,29,377,660,,20,,,,,,,,
660,660,Diggersby,Normal,Ground,,39,94,39.94,34,33,51,50,48,50,31,31,36,36,22,52,25,47,39,50,601,,659,,,,,,,,,
661,661,Fletchling,Fire,Flying,Common,12,4,22.85,13,5,32,42,40,50,28,29,33,31,18,19,11,25,20,32,415,662,,19,,,,,,,,
662,662,Fletchinder,Fire,Flying,Uncommon,28,35,31.91,22,19,40,53,51,50,39,38,45,39,25,32,13,34,27,38,543,663,661,21,,,,,,,,
663,663,Talonflame,Fire,Flying,,47,54,42.65,38,41,48,72,68,50,43,41,49,45,32,41,15,43,35,47,670,,662,,,,,,,,,
664,664,Scatterbug,Bug,,Common,12,6,18.30,8,5,28,28,27,50,20,23,26,24,13,16,16,12,10,30,328,665,,18,,,,,,,,
665,665,Spewpa,Bug,,Uncommon,12,19,19.58,10,5,32,25,24,50,14,17,19,24,13,20,20,17,15,41,336,666,664,19,,,,,,,,
666,666,Vivillon,Bug,Flying,,47,38,36.72,29,41,49,55,54,50,29,29,34,50,38,23,20,33,26,35,566,,665,,,,,,,,,
667,667,Litleo,Fire,Normal,Uncommon,24,30,28.15,18,15,40,47,45,50,28,29,33,45,31,20,10,35,28,39,495,668,,21,,,,,,,,
668,668,Pyroar,Fire,Normal,,59,180,42.13,37,53,51,64,61,50,37,36,42,57,46,29,13,41,34,47,661,,667,,,,,,,,,
669,669,Flabébé,Fairy,,Uncommon,4,0,22.62,13,1,31,32,30,50,22,24,27,41,27,12,12,48,40,30,427,670,,19,,,,,,,,
670,670,Floette,Fairy,,,8,2,29.57,20,3,36,37,35,50,25,27,31,45,32,15,32,57,50,34,509,671,669,,shinystone,,,,,,,
671,671,Florges,Fairy,,,43,22,43.70,41,37,48,48,47,50,35,35,41,58,47,18,36,80,75,45,700,,670,,,,,,,,,
672,672,Skiddo,Grass,,Uncommon,35,68,28.23,18,29,42,37,35,50,35,35,41,41,27,7,16,37,29,34,495,673,,21,,,,,,,,
673,673,Gogoat,Grass,,,67,201,41.81,37,59,63,45,43,50,53,49,58,53,41,10,27,49,41,42,683,,672,,,,,,,,,
674,674,Pancham,Fighting,,Uncommon,24,18,25.70,16,15,43,32,31,50,44,41,49,34,21,19,12,32,25,42,490,675,,21,,,,,,,,
675,675,Pangoro,Fighting,Dark,,83,300,41.97,37,69,54,40,38,50,64,58,68,43,30,28,18,44,36,50,690,,674,,,,,,,,,
676,676,Furfrou,Normal,,Rare,47,62,40.20,34,41,47,62,60,50,43,41,48,42,28,11,30,53,46,41,643,,,,,,,,,,,
677,677,Espurr,Psychic,,Common,12,8,23.95,14,5,40,45,43,50,27,28,32,41,27,7,7,38,31,37,458,678,,19,,,,,,,,
678,678,Meowstic,Psychic,,,24,19,36.60,29,15,46,63,61,50,27,28,32,48,35,25,26,49,41,49,595,,677,,,,,,,,,
679,679,Honedge,Steel,Ghost,Uncommon,31,4,23.72,14,24,32,24,23,50,43,41,48,28,16,14,16,24,19,58,460,680,,19,,,,,,,,
680,680,Doublade,Steel,Ghost,,31,10,30.58,21,24,39,28,27,50,58,53,63,33,20,23,30,33,25,70,576,681,679,,duskstone,,,,,,,
681,681,Aegislash (Shield Forme),Steel,Ghost,,67,117,43.57,40,59,39,41,39,50,28,29,33,36,22,28,35,75,70,68,652,,680,,,,,,,10026,,ghost-type
681,10026,Aegislash (Blade Forme),Steel,Ghost,,67,117,43.59,40,59,39,41,39,50,70,65,74,67,58,43,24,33,26,35,723,,,,,,,,,681,,steel-type
682,682,Spritzee,Fairy,,Common,8,1,25.65,16,3,48,19,21,50,29,29,34,41,27,24,26,41,33,41,466,683,,,sachet,,,,,,,
683,683,Aromatisse,Fairy,,,31,34,37.08,30,24,56,25,24,50,39,37,44,53,42,38,35,53,45,47,612,,682,,,,,,,,,
684,684,Swirlix,Fairy,,Common,16,8,26.34,16,8,40,35,34,50,27,28,32,40,26,20,20,37,29,44,470,685,,,whippeddream,,,,,,,
685,685,Slurpuff,Fairy,,,31,11,37.38,30,24,50,47,45,50,43,41,48,49,36,29,30,46,38,53,629,,684,,,,,,,,,
686,686,Inkay,Dark,Psychic,Common,16,8,23.39,13,8,36,33,32,50,30,30,35,29,17,20,14,31,24,37,426,687,,20,,,,,,,,
687,687,Malamar,Dark,Psychic,,59,104,39.59,34,53,51,47,46,50,49,45,54,43,29,25,19,46,38,54,649,,686,,,,,,,,,
688,688,Binacle,Rock,Water,Common,20,68,25.55,16,11,30,36,34,50,29,29,34,30,18,13,26,36,29,45,450,689,,20,,,,,,,,
689,689,Barbaracle,Rock,Water,,51,212,38.86,32,45,45,45,43,50,55,51,61,38,24,17,30,51,44,62,661,,688,,,,,,,,,
690,690,Skrelp,Poison,Water,Uncommon,20,16,23.55,14,11,34,26,24,50,33,33,38,40,26,11,17,38,31,41,453,691,,21,,,,,,,,
691,691,Dragalge,Poison,Dragon,,71,180,43.54,40,62,42,33,31,50,40,39,46,53,41,23,35,70,62,54,681,,690,,,,,,,,,
692,692,Clauncher,Water,,Uncommon,20,18,25.97,16,11,34,33,31,50,29,30,35,40,25,23,15,40,32,42,470,693,,20,,,,,,,,
693,693,Clawitzer,Water,,,51,78,40.61,35,45,45,40,39,50,39,38,45,60,50,36,22,53,45,54,661,,692,,,,,,,,,
694,694,Helioptile,Electric,Normal,Uncommon,20,13,25.31,15,11,31,46,44,50,22,24,27,41,27,21,10,30,22,27,433,695,,,sunstone,,,,,,,
695,695,Heliolisk,Electric,Normal,,39,46,41.63,37,33,40,65,62,50,30,31,36,57,46,33,23,55,48,36,645,,694,,,,,,,,,
696,696,Tyrunt,Rock,Dragon,Uncommon,31,57,28.78,19,24,38,35,33,50,47,44,53,33,20,33,10,31,23,50,524,697,,21,,,,,,,,
697,697,Tyrantrum,Rock,Dragon,,98,595,43.11,39,71,50,46,45,50,63,57,67,43,30,38,14,38,30,63,705,,696,,,,,,,,,
698,698,Amaura,Rock,Ice,Uncommon,51,56,28.79,19,45,48,34,32,50,32,32,38,43,29,3,5,40,32,35,498,699,,21,,,,,,,,
699,699,Aurorus,Rock,Ice,,106,496,43.12,39,71,63,40,38,50,41,39,47,53,42,17,22,54,47,47,671,,698,,,,,,,,,
700,700,Sylveon,Fairy,,Rare,39,52,40.58,35,33,54,41,39,50,35,35,41,57,46,21,30,72,66,44,664,,133,,,,,,,,,
701,701,Hawlucha,Fighting,Flying,Rare,31,47,40.48,35,24,48,70,65,50,49,45,54,45,32,40,22,40,32,49,665,,,,,,,,,,,
702,702,Dedenne,Electric,Fairy,Common,8,5,30.05,20,3,43,61,60,50,32,32,37,47,35,10,17,42,34,39,542,,,,,,,,,,,
703,703,Carbink,Rock,Fairy,Uncommon,12,13,31.41,22,5,34,36,34,50,28,29,33,36,22,8,34,79,74,70,572,,,,,,,,,,,
704,704,Goomy,Dragon,,Pseudo,12,6,23.33,13,5,32,31,29,50,28,29,33,38,24,5,20,46,38,28,436,705,,19,,,,,,,,
705,705,Sliggoo,Dragon,,,31,39,33.83,25,24,43,41,39,50,40,39,46,48,35,7,24,65,57,37,595,706,704,22,,,,,,,,
706,706,Goodra,Dragon,,,79,332,47.32,48,67,53,51,49,50,53,49,58,57,46,9,26,79,74,46,767,,705,,,,,,,,,
707,707,Klefki,Steel,Fairy,Uncommon,8,7,34.89,27,3,38,48,47,50,43,41,48,47,34,22,42,52,44,55,614,,,,,,,,,,,
708,708,Phantump,Ghost,Grass,Uncommon,16,15,25.89,16,8,31,30,28,50,38,37,43,36,22,26,20,38,31,34,472,709,,,everstone,,,,,,,
709,709,Trevenant,Ghost,Grass,,59,157,40.42,35,53,51,39,37,50,58,53,63,42,28,30,24,49,42,49,668,,708,,,,,,,,,
710,710,Pumpkaboo,Ghost,Grass,Uncommon,16,11,25.83,16,8,34,36,35,50,36,35,41,33,20,12,26,36,28,46,476,711,,,everstone,,,,,,,
711,711,Gourgeist,Ghost,Grass,,35,28,40.46,35,29,42,53,51,50,48,45,53,40,25,36,39,46,38,64,659,,710,,,,,,,,,
712,712,Bergmite,Ice,,Common,39,219,25.41,15,33,37,24,23,50,37,36,43,27,15,7,25,22,18,53,450,713,,20,,,,,,,,
713,713,Avalugg,Ice,,,79,1113,38.09,31,67,54,24,23,50,61,55,66,33,20,11,41,31,24,77,637,,712,,,,,,,,,
714,714,Noibat,Flying,Dragon,Pseudo,20,18,24.14,14,11,29,38,37,50,18,21,23,33,20,24,16,27,21,28,396,715,,21,,,,,,,,
715,715,Noivern,Flying,Dragon,,59,187,45.49,44,53,51,71,67,50,38,37,43,53,41,33,20,48,41,51,697,,714,,,,,,,,,
716,716,Xerneas,Fairy,,Mythical,118,474,55.20,60,72,63,60,59,50,67,61,71,64,55,34,42,57,50,56,861,,,,,,,,,,,
717,717,Yveltal,Dark,Flying,Mythical,228,448,55.20,60,80,63,60,59,50,67,61,71,64,55,46,24,57,50,56,863,,,,,,,,,,,
718,10118,Zygarde-10%,Dragon,Ground,Legendary,47,74,37.74,31,41,36,68,64,50,53,49,58,41,27,14,10,51,43,47,652,718,,,zygardecube,,,,,,,
718,718,Zygarde-50%,Dragon,Ground,Mythical,197,672,53.08,58,79,59,58,57,50,53,49,58,47,35,36,40,56,48,63,788,10120,10118,,2x zygardecube,,,,,,,
718,10120,Zygarde,Dragon,Ground,,177,1345,58.92,65,77,83,53,52,50,53,49,58,51,39,52,57,56,48,63,841,,718,,,,,,,,,
719,719,Diancie,Rock,Fairy,Pseudo,28,19,44.13,42,19,34,36,34,50,53,49,58,54,42,45,50,79,74,70,747,,,,,,10075,,,,,
719,10075,Mega Diancie,Rock,Fairy,,43,61,53.55,58,37,34,66,63,50,78,73,80,74,66,45,51,63,56,61,897,,,,,,,,,,,
720,720,Hoopa,Psychic,Ghost,Pseudo,20,20,41.09,36,11,49,46,44,50,58,53,63,70,62,37,23,72,66,41,745,,,,,,,,,10086,prisonbottle,
720,10086,Hoopa-Unbound,Psychic,Dark,,256,1080,56.61,62,81,49,51,49,50,78,73,80,77,70,45,27,72,66,41,909,,,,,,,,,,,
721,721,Volcanion,Fire,Water,Legendary,67,430,48.20,50,59,49,46,44,50,58,53,63,64,54,36,38,53,46,63,776,,,,,,,,,,,
722,722,Rowlet,Grass,Flying,Rare,12,3,29.51,20,5,43,32,30,50,30,31,36,36,22,33,38,33,26,38,483,723,,19,,,,,,,,
723,723,Dartix,Grass,Flying,,28,35,36.41,29,19,48,37,35,50,40,39,46,44,30,36,41,43,36,49,593,724,722,22,,,,,,,,
724,724,Decidueye,Grass,Ghost,,63,81,47.22,48,56,48,46,44,50,56,51,62,54,42,35,40,58,51,49,742,,723,,,,,,,,,
725,725,Litten,Fire,,Rare,16,10,29.47,20,8,32,46,44,50,35,35,41,40,26,29,29,27,21,30,493,726,,19,,,,,,,,
726,726,Torracat,Fire,,,28,55,36.66,29,19,42,56,54,50,45,43,51,47,34,33,32,33,26,35,600,727,725,22,,,,,,,,
727,727,Incineroar,Fire,Dark,,71,183,47.22,48,62,54,41,39,50,60,55,65,47,34,43,36,53,46,54,739,,726,,,,,,,,,
728,728,Popplio,Water,,Rare,16,17,29.53,20,8,34,31,29,50,30,30,35,42,29,32,36,36,29,37,488,729,,19,,,,,,,,
729,729,Brionne,Water,,,24,39,36.41,29,15,39,36,34,50,37,36,43,51,39,35,44,49,41,46,595,730,728,22,,,,,,,,
730,730,Primarina,Water,Fairy,,71,97,47.23,48,62,49,41,39,50,40,38,45,62,53,27,40,66,59,48,719,,729,,,,,,,,,
731,731,Pikipek,Normal,Flying,Common,12,3,21.26,11,5,27,43,42,50,40,39,46,26,14,12,11,17,15,25,412,732,,19,,,,,,,,
732,732,Trumbeak,Normal,Flying,Uncommon,24,33,30.91,21,15,37,48,47,50,45,43,51,31,18,27,24,33,26,35,530,733,731,20,,,,,,,,
733,733,Toucannon,Normal,Flying,,43,57,40.76,35,37,49,41,39,50,62,57,67,45,32,42,30,46,38,49,684,,732,,,,,,,,,
734,734,Yungoos,Normal,,Common,16,13,21.92,12,8,33,33,32,50,38,37,43,26,14,18,16,17,15,25,405,735,,19,,,,,,,,
735,735,Gumshoos,Normal,,,28,31,35.36,27,19,52,33,32,50,58,53,63,38,24,43,32,38,31,41,607,,734,,,,,,,,,
736,736,Grubbin,Bug,,Common,16,10,22.61,13,8,33,34,32,50,34,33,39,38,24,12,12,31,23,33,436,737,,18,,,,,,,,
737,737,Charjabug,Bug,Electric,Uncommon,20,23,26.67,17,11,38,29,27,50,44,41,49,38,24,17,17,46,38,56,525,738,736,,thunderstone,,,,,,,
738,738,Vikavolt,Bug,Electric,,59,99,40.24,34,53,48,32,31,50,38,37,43,69,60,32,23,46,38,54,654,,737,,,,,,,,,
739,739,Crabrawler,Fighting,,Common,24,15,27.90,18,15,33,42,41,50,44,41,49,32,19,29,13,32,24,39,503,740,,20,,,,,,,,
740,740,Crabominable,Fighting,Ice,,67,397,39.86,34,59,55,32,31,50,67,62,71,41,27,38,16,42,34,50,675,,739,,,,,,,,,
741,741,Oricorio (Baile Style),Fire,Flying,Rare,24,8,37.42,30,15,47,57,56,50,38,37,43,53,41,35,26,43,36,46,623,,,,,,,,,10123 1024 1025,yellownectar pinknectar purplenectar,
741,10123,Oricorio (Pom-Pom Style),Electric,Flying,Rare,24,8,37.47,30,15,47,57,56,50,38,37,43,53,41,33,28,43,36,46,623,,,,,,,,,741 10124 10125,rednectar pinknectar purplenectar,
741,10124,Oricorio (Pa'u Style),Psychic,Flying,Rare,24,8,37.47,30,15,47,57,56,50,38,37,43,53,41,27,33,43,36,46,622,,,,,,,,,741 10123 10125,rednectar yellownectar purplenectar,
741,10125,Oricorio (Sensu Style),Ghost,Flying,Rare,24,8,37.49,30,15,47,57,56,50,38,37,43,53,41,20,39,43,36,46,621,,,,,,,,,741 10123 10124,rednectar yellownectar pinknectar,
742,742,Cutiefly,Bug,Fairy,Common,4,0,24.90,15,1,29,53,51,50,25,27,31,38,24,19,14,27,21,30,440,743,,20,,,,,,,,
743,743,Ribombee,Bug,Fairy,,8,1,39.51,33,3,39,72,67,50,30,31,36,52,40,45,35,43,36,41,620,,742,,,,,,,,,
744,744,Rockruff,Rock,,Uncommon,20,20,24.85,15,11,32,41,39,50,35,35,41,26,14,18,18,27,21,30,438,745 745_f2 745_f3,,,sunstone dawnstone duskstone,,,,,,,
745,745,Lycanroc,Rock,,,31,55,41.56,36,24,47,67,63,50,60,55,65,38,24,41,31,41,33,44,683,,744,,,,,,,,,
745,745_f2,Lycanroc-Midnight,Rock,,,43,55,41.55,36,37,51,52,50,50,60,55,65,38,24,31,36,46,38,49,682,,744,,,,,,,,,
745,745_f3,Lycanroc-Dusk,Rock,,,31,55,41.52,36,24,47,66,63,50,61,55,66,38,24,45,28,41,33,44,685,,744,,,,,,,,,
746,746,Wishiwashi,Water,,Pseudo,8,1,19.26,9,3,32,31,29,50,13,16,18,23,12,20,20,12,10,16,305,,,,,,,,,746_f2,,drizzle
746,746_f2,Wishiwashi-School,Water,,,323,173,45.89,45,83,32,26,24,50,70,65,74,67,58,20,20,74,68,66,797,,,,,,,,,,,
747,747,Mareanie,Poison,Water,Common,16,18,26.64,17,8,34,33,32,50,29,30,35,32,19,21,31,34,27,42,457,748,,20,,,,,,,,
748,748,Toxapex,Poison,Water,,28,32,39.26,33,19,34,28,27,50,34,34,40,37,23,37,53,76,71,71,634,,747,,,,,,,,,
749,749,Mudbray,Ground,,Uncommon,39,243,29.32,19,33,44,33,32,50,53,49,58,33,20,10,17,36,28,46,542,750,,21,,,,,,,,
750,750,Mudsdale,Ground,,,98,2028,42.67,38,71,56,28,27,50,64,59,69,38,24,15,40,51,43,58,693,,749,,,,,,,,,
751,751,Dewpider,Water,Bug,Common,12,9,21.45,12,5,28,23,23,50,23,25,28,31,18,12,18,44,37,36,401,752,,20,,,,,,,,
752,752,Araquanid,Water,Bug,,71,181,39.54,33,62,43,32,30,50,38,37,43,36,22,17,23,73,67,55,628,,751,,,,,,,,,
753,753,Fomantis,Grass,,Common,12,3,21.73,12,5,29,28,27,50,30,31,36,36,22,22,17,22,18,28,401,754,,20,,,,,,,,
754,754,Lurantis,Grass,,,35,41,38.26,32,29,44,33,32,50,55,51,61,47,34,39,31,53,46,54,659,,753,,,,,,,,,
755,755,Morelull,Grass,Fairy,Common,8,3,25.22,15,3,29,11,14,50,20,23,26,42,28,26,38,46,38,38,432,756,,20,,,,,,,,
756,756,Shiinotic,Grass,Fairy,,39,25,38.45,32,33,39,26,24,50,25,27,31,50,38,30,51,58,51,51,584,,755,,,,,,,,,
757,757,Salandit,Poison,Fire,Uncommon,24,11,28.27,18,15,33,49,48,50,25,26,30,44,31,25,15,27,21,30,469,758,,21,,,,,,,,
758,758,Salazzle,Poison,Fire,,47,49,42.39,38,41,43,69,65,50,35,34,40,57,47,39,20,38,31,41,650,,757,,,,,,,,,
759,759,Stufful,Normal,Fighting,Uncommon,20,15,26.02,16,11,44,36,34,50,40,39,46,33,20,21,13,33,26,35,481,760,,21,,,,,,,,
760,760,Bewear,Normal,Fighting,,83,298,42.05,37,69,62,41,39,50,64,59,69,38,24,32,17,38,31,51,684,,759,,,,,,,,,
761,761,Bounsweet,Grass,,Common,12,7,20.67,11,5,30,27,25,50,18,21,23,26,14,22,18,25,20,29,353,762,,18,,,,,,,,
762,762,Steenee,Grass,,,28,18,29.17,19,19,35,42,40,50,23,25,28,31,18,29,24,32,25,34,455,763,761,21,,,,,,,,
763,763,Tsareena,Grass,,,47,47,41.27,36,41,45,47,45,50,62,57,67,36,22,33,28,57,50,57,697,,762,,,,,,,,,
764,764,Comfey,Fairy,,Uncommon,4,1,36.02,28,1,35,61,59,50,29,29,34,48,35,25,32,63,56,54,611,,,,,,,,,,,
765,765,Oranguru,Normal,Psychic,Rare,59,168,40.88,35,53,53,41,39,50,33,33,38,50,38,14,30,63,56,51,642,,,,,,,,,,,
766,766,Passimian,Fighting,,Rare,79,183,40.87,35,67,56,51,49,50,62,57,67,31,18,24,14,38,31,54,669,,,,,,,,,,,
767,767,Wimpod,Bug,Water,Uncommon,20,27,21.34,11,11,22,51,49,50,20,23,26,21,10,10,10,17,15,30,365,768,,21,,,,,,,,
768,768,Golisopod,Bug,Water,,79,238,44.56,42,67,47,31,29,50,64,59,69,40,26,41,32,53,46,68,722,,767,,,,,,,,,
769,769,Sandygast,Ghost,Ground,Common,20,154,23.66,14,11,37,11,14,50,30,31,36,44,30,18,29,31,23,51,446,770,,20,,,,,,,,
770,770,Palossand,Ghost,Ground,,51,551,38.39,32,45,51,28,27,50,40,39,46,54,42,25,36,46,38,61,628,,769,,,,,,,,,
771,771,Pyukumuku,Water,,Common,12,3,30.38,20,5,37,1,4,50,33,33,38,26,14,25,57,72,66,66,527,,,,,,,,,,,
772,772,Type: Null,Normal,,Pseudo,75,266,38.44,32,65,54,40,39,50,50,47,56,52,40,7,7,56,48,56,667,773,,,soothebell,,,,,,,
773,773,Silvally,Normal,,,91,222,47.33,48,70,54,58,57,50,50,47,56,52,40,24,24,56,48,56,742,,772,,,,,,,,,
774,774,Minior (Meteor Form),Rock,Flying,Uncommon,12,88,33.81,25,5,39,41,39,50,33,33,38,40,26,21,44,58,51,58,576,,,,,,,,,774_f2,rock-type,
774,774_f2,Minior (Core Form),Rock,Flying,,12,1,33.87,25,5,39,70,66,50,53,49,58,54,42,25,11,38,31,41,632,,,,,,,,,774,flying-type,
775,775,Komala,Normal,,Uncommon,16,44,33.54,25,8,42,43,42,50,60,55,65,45,32,24,23,56,48,44,637,,,,,,,,,,,
776,776,Turtonator,Fire,Dragon,Rare,79,467,39.90,34,67,39,29,27,50,42,40,47,51,39,22,28,51,43,67,642,,,,,,,,,,,
777,777,Togedemaru,Electric,Steel,Common,12,7,30.07,20,5,42,59,57,50,52,48,57,31,18,14,14,45,37,43,572,,,,,,,,,,,
778,778,Mimikyu,Ghost,Fairy,Rare,8,2,40.88,35,3,37,59,57,50,48,45,53,36,22,45,47,61,53,51,667,,,,,,,,,,,
779,779,Bruxish,Water,Psychic,Uncommon,35,42,34.62,26,29,43,57,55,50,55,51,61,44,30,16,12,43,36,46,628,,,,,,,,,,,
780,780,Drampa,Normal,Dragon,Rare,118,408,40.88,35,72,48,29,27,50,33,33,38,65,56,23,17,54,46,53,644,,,,,,,,,,,
781,781,Dhelmise,Ghost,Grass,Rare,154,463,40.81,35,75,44,31,29,50,67,61,71,49,37,16,17,53,46,58,704,,,,,,,,,,,
782,782,Jangmo-o,Dragon,,Pseudo,24,66,23.76,14,15,32,33,32,50,30,31,36,33,20,18,11,31,23,44,439,783,,19,,,,,,,,
783,783,Hakamo-o,Dragon,Fighting,,47,104,35.23,27,41,37,43,42,50,40,39,46,42,28,25,20,43,36,54,586,784,782,22,,,,,,,,
784,784,Kommo-o,Dragon,Fighting,,63,172,47.37,48,56,47,53,52,50,58,53,63,54,42,35,30,61,53,64,771,,783,,,,,,,,,
785,785,Tapu Koko,Electric,Fairy,Pseudo,71,45,45.89,45,62,44,74,69,50,60,55,65,52,40,30,11,46,38,53,749,,,,,,,,,,,
786,786,Tapu Lele,Psychic,Fairy,Pseudo,47,41,45.83,45,41,44,58,57,50,45,43,51,64,54,31,30,66,58,49,741,,,,,,,,,,,
787,787,Tapu Bulu,Grass,Fairy,Pseudo,75,100,45.89,45,65,44,48,47,50,66,61,70,49,36,25,31,56,48,62,758,,,,,,,,,,,
788,788,Tapu Fini,Water,Fairy,Pseudo,51,47,45.89,45,45,44,53,52,50,40,39,46,52,40,21,43,72,66,62,725,,,,,,,,,,,
789,789,Cosmog,Psychic,,Mythical,8,0,17.22,7,3,31,29,28,50,17,20,23,25,14,10,10,18,16,26,320,790,,18,,,,,,,,
